DATE,Ticket Season,Day,Month,Year,Season,HOLIDAYPX,HOLIDAYM,HOLIDAYN,HOLIDAY,WDWTICKETSEASON,WDWRaceN,WDWeventN,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKeventN,MKevent,EPeventN,EPevent,HSeventN,HSevent,AKeventN,AKevent,HOLIDAYJ,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_SoCal,inSession_Southwest,MKEMHMORN,MKEMHMYEST,MKEMHMTOM,MKEMHEVE,MKHOURSEMH,MKHOURSEMHYEST,MKHOURSEMHTOM,MKEMHEYEST,MKEMHETOM,EPEMHMORN,EPEMHMYEST,EPEMHMTOM,EPEMHEVE,EPEMHEYEST,EPEMHETOM,EPHOURSEMH,EPHOURSEMHYEST,EPHOURSEMHTOM,HSEMHMORN,HSEMHMYEST,HSEMHMTOM,HSEMHEVE,HSEMHEYEST,HSEMHETOM,HSHOURSEMH,HSHOURSEMHYEST,HSHOURSEMHTOM,AKEMHMORN,AKEMHMYEST,AKEMHMTOM,AKEMHEVE,AKEMHEYEST,AKEMHETOM,AKHOURSEMH,AKHOURSEMHYEST,AKHOURSEMHTOM,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,MKOPENYEST,MKCLOSEYEST,MKHOURSYEST,MKOPENTOM,MKCLOSETOM,MKHOURSTOM,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,EPOPENYEST,EPCLOSEYEST,EPHOURSYEST,EPOPENTOM,EPCLOSETOM,EPHOURSTOM,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,HSOPENYEST,HSCLOSEYEST,HSHOURSYEST,HSOPENTOM,HSCLOSETOM,HSHOURSTOM,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,AKOPENYEST,AKCLOSEYEST,AKHOURSYEST,AKOPENTOM,AKCLOSETOM,AKHOURSTOM,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDDN,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKPRDNN,MKFIREWK,MKFIRET1,MKFIRET2,MKFIREN,EPFIREWK,EPFIRET1,EPFIRET2,EPFIREN,HSPRDDAY,HSPRDDT1,HSPRDDN,HSFIREWK,HSFIRET1,HSFIRET2,HSFIREN,HSSHWNGT,HSSHWNT1,HSSHWNT2,HSSHWNN,HSFIREWKS,AKPRDDAY,AKPRDDT1,AKPRDDT2,AKPRDDN,AKFIREN,AKSHWNGT,AKSHWNT1,AKSHWNT2,AKSHWNN
10/8/2019,,280,October,2019,Fall,7,0,,0,,,,0,0,FALL,84,73.78,78.89,mnsshp,1,epfw,1,,0,,0,,89%,95%,99%,99%,97%,96%,100%,94%,100%,100%,98%,90%,100%,100%,95%,100%,100%,100%,100%,100%,96%,100%,82%,1,1,1,0,11,14,15,0,0,0,0,0,1,0,0,14,12,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,21:00,13,8:00,22:00,14,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,86,70.6,0.11,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/9/2019,,281,October,2019,Fall,0,0,ymk,1,,,,0,0,FALL,78.69,73.25,75.97,,0,epfw,1,,0,akah,1,YOM KIPPUR,80%,75%,86%,58%,78%,65%,53%,62%,100%,77%,72%,60%,66%,86%,100%,24%,15%,65%,100%,100%,86%,42%,82%,1,1,1,0,15,11,11,0,0,0,0,1,0,1,0,12,14,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,13,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,20:00,12,85.8,70.3,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/10/2019,,282,October,2019,Fall,5,0,,0,,,,0,0,FALL,84.93,72.64,78.79,mnsshp,1,epfw,1,,0,,0,,87%,92%,97%,98%,95%,94%,100%,100%,100%,91%,91%,90%,100%,96%,100%,100%,100%,100%,100%,100%,92%,100%,73%,1,1,1,0,11,15,11,0,0,1,0,0,0,0,0,13,12,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,13,14,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,18:00,10,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,20:00,12,7:00,20:00,8:00,21:00,13,8:00,21:00,13,85.6,70,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/11/2019,,283,October,2019,Fall,4,2,,0,,,,0,0,FALL,88.12,69.78,78.95,mnsshp,1,epfw,1,,0,,0,,80%,87%,96%,97%,91%,91%,100%,100%,100%,91%,87%,90%,100%,76%,97%,100%,100%,94%,100%,17%,76%,100%,73%,1,1,1,0,11,11,16,0,0,0,1,0,0,0,0,13,13,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,13,13,8:00,18:00,10,7:00,24:00:00,8:00,18:00,10,8:00,23:00,15,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,20:00,12,8:00,20:00,12,85.4,69.7,0.16,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/12/2019,,284,October,2019,Columbus Day,3,2,,0,,,,0,0,COLUMBUS DAY,86.77,68.1,77.44,,0,epfw,1,,0,,0,,80%,87%,96%,97%,91%,91%,100%,100%,100%,91%,87%,90%,100%,76%,97%,100%,100%,94%,100%,17%,76%,100%,73%,1,1,1,0,16,11,14,0,0,0,0,0,0,0,0,13,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,13,14,14,8:00,23:00,15,7:00,23:00,8:00,18:00,10,8:00,21:00,13,9:00,22:00,13,9:00,22:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,20:00,12,7:00,20:00,8:00,21:00,13,8:00,21:00,13,85.2,69.4,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/13/2019,,285,October,2019,Columbus Day,2,2,,0,,,,0,0,COLUMBUS DAY,87.53,67.72,77.63,,0,epfw,1,,0,,0,,64%,69%,65%,95%,66%,80%,95%,40%,58%,62%,64%,86%,72%,42%,92%,24%,53%,4%,100%,100%,48%,100%,80%,1,1,1,0,14,16,11,0,0,0,0,0,0,0,0,12,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,13,14,8:00,21:00,13,7:00,21:00,8:00,23:00,15,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,20:00,12,8:00,21:00,13,85,69.1,0.11,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/14/2019,,286,October,2019,Columbus Day,0,0,col|suk,1,,,,0,0,COLUMBUS DAY,88.84,69.34,79.09,mnsshp,1,epfw,1,,0,,0,SUKKOT,64%,69%,65%,95%,66%,80%,95%,40%,58%,62%,64%,86%,72%,42%,92%,24%,53%,4%,100%,100%,48%,100%,80%,1,1,1,0,11,14,11,0,0,0,0,0,0,0,1,12,12,14,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,21:00,13,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,84.8,68.8,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/15/2019,,287,October,2019,Columbus Day,2,2,,0,,,,0,0,COLUMBUS DAY,87.87,70.61,79.24,mnsshp,1,epfw,1,,0,,0,,90%,94%,89%,99%,93%,96%,100%,94%,93%,90%,92%,100%,97%,97%,92%,100%,100%,100%,100%,100%,90%,100%,100%,1,1,1,0,11,11,15,0,0,0,0,0,1,0,0,14,12,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,18:00,10,8:00,22:00,14,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,84.6,68.4,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/16/2019,,288,October,2019,Fall,3,0,,0,,,,0,0,FALL,87.59,72.61,80.1,,0,epfw,1,,0,,0,,91%,87%,97%,98%,92%,92%,100%,94%,100%,100%,100%,100%,100%,100%,33%,100%,100%,100%,100%,100%,93%,100%,100%,1,1,1,0,15,11,11,0,0,0,0,1,0,1,0,12,14,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,84.3,68.1,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/17/2019,,289,October,2019,Fall,0,0,utc,1,,,,0,0,FALL,84.41,71.44,77.93,mnsshp,1,epfw,1,,0,,0,,84%,83%,66%,97%,79%,89%,100%,94%,64%,91%,93%,100%,87%,100%,30%,100%,100%,100%,100%,100%,91%,100%,80%,1,1,1,0,11,15,11,0,0,1,0,0,0,0,0,13,12,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,18:00,10,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,84.1,67.8,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/18/2019,,290,October,2019,Fall,0,0,utc,1,,,,0,0,FALL,80.11,68.31,74.21,mnsshp,1,epfw,1,,0,,0,,77%,74%,81%,96%,76%,84%,100%,74%,85%,78%,82%,100%,67%,79%,33%,100%,100%,96%,100%,100%,66%,100%,80%,1,1,1,0,11,11,16,0,0,0,1,0,0,0,0,13,13,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,18:00,10,8:00,23:00,15,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,83.9,67.4,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/19/2019,,291,October,2019,Fall,6,0,,0,,,,0,0,FALL,85.52,73.29,79.41,,0,epfw,1,,0,akah,1,,77%,74%,81%,96%,76%,84%,100%,74%,85%,78%,82%,100%,67%,79%,33%,100%,100%,96%,100%,100%,66%,100%,80%,1,1,1,0,16,11,11,0,0,0,0,0,0,0,0,13,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,23:00,15,7:00,23:00,8:00,18:00,10,8:00,18:00,10,9:00,22:00,13,9:00,22:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,83.7,67.1,0.11,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/20/2019,,292,October,2019,Fall,7,0,,0,,,,0,0,FALL,88.45,74,81.23,mnsshp,1,epfw,1,,0,,0,,90%,96%,99%,99%,97%,97%,100%,95%,100%,100%,97%,100%,100%,100%,99%,100%,100%,100%,100%,100%,90%,100%,93%,1,1,1,0,11,16,11,0,0,0,0,0,0,0,0,12,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,23:00,15,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,83.5,66.8,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/21/2019,,293,October,2019,Fall,0,0,sha,1,,,,0,0,FALL,88.15,72.68,80.42,mnsshp,1,epfw,1,,0,,0,SHEMINI ATZERET,90%,96%,99%,99%,97%,97%,100%,95%,100%,100%,97%,100%,100%,100%,99%,100%,100%,100%,100%,100%,90%,100%,93%,1,1,1,0,11,11,11,0,0,0,0,0,0,0,1,12,12,14,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,83.2,66.4,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/22/2019,,294,October,2019,Fall,9,0,,0,,,,0,0,FALL,90.09,74.9,82.5,,0,epfw,1,,0,,0,,95%,98%,99%,100%,99%,99%,100%,100%,100%,100%,98%,100%,100%,100%,99%,100%,100%,100%,100%,100%,96%,100%,100%,1,1,1,0,11,11,15,0,0,0,0,0,1,0,0,14,12,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,18:00,8:00,18:00,10,8:00,22:00,14,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,83,66.1,0.12,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,0,,,,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/23/2019,,295,October,2019,Fall,9,0,,0,,,,0,0,FALL,83.28,68.9,76.09,,0,epfw,1,,0,,0,,95%,99%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,86%,100%,83%,100%,100%,100%,1,1,1,0,15,11,11,0,0,0,0,1,0,1,0,12,14,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,82.8,65.8,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/24/2019,,296,October,2019,Fall,8,0,,0,,,,0,0,FALL,87.69,69.87,78.78,mnsshp,1,epfw,1,,0,,0,,93%,99%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,83%,100%,100%,100%,1,1,1,0,11,15,11,0,0,1,0,0,0,0,0,13,12,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,18:00,10,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,82.6,65.4,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/25/2019,,297,October,2019,Fall,0,0,nvd,1,,,,0,0,FALL,83.6,74.79,79.2,mnsshp,1,epfw,1,,0,,0,,85%,90%,95%,97%,91%,92%,100%,98%,100%,86%,88%,81%,82%,96%,93%,100%,63%,100%,100%,83%,100%,100%,58%,1,1,1,0,11,11,15,0,0,0,1,0,0,0,0,13,13,13,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,18:00,10,7:00,24:00:00,8:00,18:00,10,8:00,22:00,14,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,22:00,13,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,82.4,65.1,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/26/2019,,298,October,2019,Fall,6,0,,0,,,,0,0,FALL,87.42,74.43,80.93,,0,epfw,1,,0,akah,1,,85%,90%,95%,97%,91%,92%,100%,98%,100%,86%,88%,81%,82%,96%,93%,100%,63%,100%,100%,83%,100%,100%,58%,1,1,1,0,15,11,11,0,0,0,0,0,0,0,0,13,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,22:00,13,9:00,22:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,21:00,13,82.2,64.8,0.07,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,22:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/27/2019,,299,October,2019,Fall,5,0,,0,,,,0,0,FALL,88.86,74.2,81.53,mnsshp,1,epfw,1,,0,,0,,89%,93%,94%,99%,92%,96%,96%,90%,100%,86%,85%,97%,82%,100%,94%,100%,100%,100%,100%,100%,100%,100%,96%,1,1,1,0,11,15,15,0,0,0,0,0,0,0,0,12,13,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,14,13,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,22:00,14,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,21:00,13,8:00,20:00,12,81.9,64.5,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/28/2019,,300,October,2019,Halloween,4,0,,0,,,,0,0,HALLOWEEN,90.93,73.91,82.42,,0,epfw,1,,0,,0,,89%,93%,94%,99%,92%,96%,96%,90%,100%,86%,85%,97%,82%,100%,94%,100%,100%,100%,100%,100%,100%,100%,96%,1,1,1,0,15,11,11,0,0,0,0,0,0,0,1,12,12,14,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,13,14,14,8:00,22:00,14,7:00,22:00,8:00,18:00,10,8:00,18:00,10,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,20:00,12,7:00,20:00,8:00,21:00,13,8:00,21:00,13,81.7,64.1,0.08,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,0,,,,1,21:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
10/29/2019,,301,October,2019,Halloween,3,0,,0,,,,0,0,HALLOWEEN,90.33,75.48,82.91,mnsshp,1,epfw,1,,0,,0,,95%,99%,99%,100%,99%,99%,100%,100%,100%,98%,96%,100%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,1,1,1,0,11,15,15,0,0,0,0,0,1,0,0,14,12,12,1,1,1,0,0,0,16,16,16,1,1,1,0,0,0,14,13,14,8:00,18:00,10,7:00,24:00:00,8:00,22:00,14,8:00,22:00,14,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,22:00,13,6:00,22:00,9:00,22:00,13,9:00,22:00,13,8:00,21:00,13,7:00,21:00,8:00,20:00,12,8:00,21:00,13,81.5,63.8,0.04,463054,393462,311870,232777,45552146,37666138,29761030,22780123,1,14:00,,Disney Festival of Fantasy Parade,2,21:15,23:15,"Mickey's ""Boo-to-You"" Halloween Parade",1,22:15,,Disney's Not So Spooky Spectacular,1,21:00,,Epcot Forever,0,,,1,22:00,,Star Wars: A Galactic Spectacular,2,20:00,21:35,Fantasmic!,1,0,,,,,0,,,
