DATE,Ticket Season,Day,Month,Year,Season,HOLIDAYPX,HOLIDAYM,HOLIDAYN,HOLIDAY,WDWTICKETSEASON,WDWRaceN,WDWeventN,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKeventN,MKevent,EPeventN,EPevent,HSeventN,HSevent,AKeventN,AKevent,HOLIDAYJ,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_SoCal,inSession_Southwest,MKEMHMORN,MKEMHMYEST,MKEMHMTOM,MKEMHEVE,MKHOURSEMH,MKHOURSEMHYEST,MKHOURSEMHTOM,MKEMHEYEST,MKEMHETOM,EPEMHMORN,EPEMHMYEST,EPEMHMTOM,EPEMHEVE,EPEMHEYEST,EPEMHETOM,EPHOURSEMH,EPHOURSEMHYEST,EPHOURSEMHTOM,HSEMHMORN,HSEMHMYEST,HSEMHMTOM,HSEMHEVE,HSEMHEYEST,HSEMHETOM,HSHOURSEMH,HSHOURSEMHYEST,HSHOURSEMHTOM,AKEMHMORN,AKEMHMYEST,AKEMHMTOM,AKEMHEVE,AKEMHEYEST,AKEMHETOM,AKHOURSEMH,AKHOURSEMHYEST,AKHOURSEMHTOM,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,MKOPENYEST,MKCLOSEYEST,MKHOURSYEST,MKOPENTOM,MKCLOSETOM,MKHOURSTOM,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,EPOPENYEST,EPCLOSEYEST,EPHOURSYEST,EPOPENTOM,EPCLOSETOM,EPHOURSTOM,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,HSOPENYEST,HSCLOSEYEST,HSHOURSYEST,HSOPENTOM,HSCLOSETOM,HSHOURSTOM,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,AKOPENYEST,AKCLOSEYEST,AKHOURSYEST,AKOPENTOM,AKCLOSETOM,AKHOURSTOM,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDDN,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKPRDNN,MKFIREWK,MKFIRET1,MKFIRET2,MKFIREN,EPFIREWK,EPFIRET1,EPFIRET2,EPFIREN,HSPRDDAY,HSPRDDT1,HSPRDDN,HSFIREWK,HSFIRET1,HSFIRET2,HSFIREN,HSSHWNGT,HSSHWNT1,HSSHWNT2,HSSHWNN,HSFIREWKS,AKPRDDAY,AKPRDDT1,AKPRDDT2,AKPRDDN,AKFIREN,AKSHWNGT,AKSHWNT1,AKSHWNT2,AKSHWNN
2/2/2020,,32,February,2020,Winter,0,0,sbs,1,,,,0,0,,65.53,44.25,54.89,emm,1,epfa,1,,0,,0,,95%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,100%,100%,100%,100%,100%,100%,99%,100%,100%,0,0,0,0,13.25,13,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,1,0,0,15,13,13,0,1,1,0,0,0,11,12,12,9:00,21:00,12,7:45,21:00,9:00,22:00,13,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,7:00,20:00,13,7:00,22:00,7:00,20:00,13,7:00,20:00,13,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,71.8,51.4,0.08,464254,393162,312420,234577,45561746,37670638,29763230,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/3/2020,,33,February,2020,Winter,2,2,,0,,,,0,0,,74.51,42.52,58.52,dah,1,epfa,1,,0,,0,,95%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,100%,100%,100%,100%,100%,100%,99%,100%,100%,0,0,0,0,12,13.25,11,0,0,0,0,0,0,0,1,12,12,14,0,0,0,0,1,0,13,15,12,1,0,0,0,0,0,12,11,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,7:00,20:00,13,7:00,20:00,7:00,20:00,13,8:00,20:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,71.9,51.6,0.04,464254,393162,312420,234577,45561746,37670638,29763230,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/4/2020,,34,February,2020,Winter,3,0,,0,,,,0,0,,78.67,47.48,63.08,,0,epfa,1,,0,,0,,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0,0,1,0,11,12,12,0,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12,13,12,0,1,0,0,0,0,11,12,11,9:00,20:00,11,9:00,20:00,9:00,21:00,12,9:00,20:00,11,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,7:00,20:00,13,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72,51.8,0.04,464254,393162,312420,234577,45561746,37670638,29763230,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/5/2020,,35,February,2020,Winter,4,0,,0,,,,0,0,,81.84,55.49,68.67,,0,epfa,1,,0,,0,,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,1,0,0,0,12,11,12.25,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72.1,52,0.04,464254,393162,312420,234577,45561746,37670638,29763230,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/6/2020,,36,February,2020,Winter,5,0,,0,,,,0,0,,86.05,66.7,76.38,emm,1,epfa,1,,0,akah,1,,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0,1,1,0,12.25,12,13,0,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,9:00,20:00,11,7:45,20:00,9:00,20:00,11,9:00,21:00,12,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72.2,52.1,0.04,464254,393162,312420,234577,45561746,37670638,29763230,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/7/2020,,37,February,2020,Winter,6,0,,0,,,,0,0,,72.17,47.81,59.99,dvah,1,epfa,1,,0,,0,,95%,97%,92%,99%,94%,97%,100%,100%,78%,93%,94%,89%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%,1,0,0,0,13,12.25,13,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,11,11,12,9:00,21:00,12,8:00,21:00,9:00,20:00,11,9:00,22:00,13,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72.2,52.3,0.03,464254,393162,312420,234577,45561746,37670638,29763230,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/8/2020,,38,February,2020,Winter,7,0,,0,,,,0,0,,70.85,41.29,56.07,,0,epfa,1,,0,,0,,95%,97%,92%,99%,94%,97%,100%,100%,78%,93%,94%,89%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%,0,1,0,0,13,13,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,1,12,12,14,1,0,0,0,0,0,12,11,11,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,72.3,52.5,0.08,464254,393162,312420,234577,45561746,37670638,29763230,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/9/2020,,39,February,2020,Winter,6,0,,0,,,,0,0,,76.67,48.98,62.83,,0,epfa,1,,0,,0,,84%,95%,98%,66%,96%,84%,64%,100%,100%,97%,97%,77%,95%,97%,100%,76%,85%,100%,0%,100%,97%,73%,100%,0,0,0,0,12,13,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,1,0,0,14,12,12,0,1,1,0,0,0,11,12,12,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,22:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72.4,52.6,0.08,464254,393162,311870,234577,45561746,37670638,29761030,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/10/2020,,40,February,2020,Winter,5,0,,0,,,,0,0,,83.39,53.83,68.61,dah,1,epfa,1,,0,,0,,84%,95%,98%,66%,96%,84%,64%,100%,100%,97%,97%,77%,95%,97%,100%,76%,85%,100%,0%,100%,97%,73%,100%,0,0,0,0,12,12,13.25,0,0,0,0,0,0,0,1,12,12,14,0,0,0,0,1,0,12,14,12,1,0,0,0,0,0,12,11,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,72.5,52.8,0.12,464254,393162,311870,234577,45561746,37670638,29761030,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/11/2020,,41,February,2020,Winter,4,0,,0,,,,0,0,,85.93,63.25,74.59,emm,1,epfa,1,,0,,0,,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0,0,0,0,13.25,12,14,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12,12,12,0,1,0,0,0,0,11,12,11,9:00,21:00,12,7:45,21:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72.6,53,0.08,464254,393162,311870,234577,45561746,37670638,29761030,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/12/2020,,42,February,2020,Winter,3,0,,0,,,,0,0,,86.88,64.62,75.75,,0,epfa,1,,0,,0,,96%,98%,99%,100%,98%,99%,100%,79%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0,0,0,1,14,13.25,13.25,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72.7,53.1,0.12,464254,393162,311870,234577,45561746,37670638,29761030,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/13/2020,,43,February,2020,Winter,2,0,,0,,,,0,0,,87.45,67.81,77.63,emm,1,epfa,1,,0,akah,1,,96%,99%,100%,100%,99%,99%,100%,100%,100%,100%,100%,97%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%,95%,0,0,1,0,13.25,14,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,9:00,21:00,12,7:45,21:00,9:00,21:00,12,9:00,22:00,13,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,72.8,53.3,0.12,464254,393162,311870,234577,45561746,37670638,29761030,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/14/2020,,44,February,2020,President's Day Week,0,0,val,1,,,,0,0,,72.92,58.07,65.5,dvah,1,epfa,1,,0,,0,,83%,87%,96%,86%,91%,86%,87%,95%,100%,89%,91%,89%,100%,67%,92%,100%,100%,86%,100%,100%,65%,84%,87%,1,0,0,0,14,13.25,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,11,11,12,9:00,22:00,13,8:00,22:00,9:00,21:00,12,9:00,23:00,14,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,73,53.4,0.11,464254,393162,311870,234577,45561746,37670638,29761030,22792723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/15/2020,,45,February,2020,President's Day Week,2,4,,0,,,,0,0,,76.81,55.76,66.29,,0,epfa,1,,0,,0,,83%,87%,96%,86%,91%,86%,87%,95%,100%,89%,91%,89%,100%,67%,92%,100%,100%,86%,100%,100%,65%,84%,87%,0,1,0,0,14,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,1,12,12,14,1,0,0,0,0,0,12,11,11,9:00,23:00,14,9:00,23:00,9:00,22:00,13,9:00,22:00,13,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,73.1,53.6,0.12,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/16/2020,,46,February,2020,President's Day Week,2,4,,0,,,,0,0,,83.61,59.46,71.54,,0,epfa,1,,0,,0,,10%,11%,17%,2%,14%,7%,0%,5%,7%,20%,25%,2%,19%,18%,7%,0%,0%,4%,0%,0%,10%,0%,5%,0,0,0,0,13,14,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,1,0,0,14,12,13,0,1,1,0,0,0,11,12,12,9:00,22:00,13,9:00,22:00,9:00,23:00,14,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,22:00,8:00,20:00,12,8:00,21:00,13,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,73.2,53.7,0.12,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/17/2020,,47,February,2020,President's Day Week,0,0,prs,1,,,,0,0,,82.53,63.11,72.82,dah,1,epfa,1,,0,,0,,10%,11%,17%,2%,14%,7%,0%,5%,7%,20%,25%,2%,19%,18%,7%,0%,0%,4%,0%,0%,10%,0%,5%,0,0,0,0,12,13,13.25,0,0,0,0,0,0,0,1,12,12,14,0,0,0,0,1,0,13,14,12,1,0,0,0,0,0,12,11,11,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,21:00,13,8:00,21:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,73.3,53.9,0.12,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/18/2020,,48,February,2020,President's Day Week,2,4,,0,,,,0,0,,86.5,65.75,76.13,emm,1,epfa,1,,0,,0,,84%,79%,95%,96%,86%,87%,100%,100%,100%,96%,94%,89%,100%,100%,36%,24%,53%,12%,100%,67%,93%,100%,80%,0,0,0,0,13.25,12,14,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12,13,12,0,1,0,0,0,0,11,12,11,9:00,21:00,12,7:45,21:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,21:00,13,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,73.4,54,0.12,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/19/2020,,49,February,2020,President's Day Week,3,4,,0,,,,0,0,,85.29,67.98,76.64,,0,epfa,1,,0,akah,1,,90%,91%,97%,98%,94%,94%,100%,100%,100%,96%,97%,89%,100%,100%,94%,24%,53%,47%,100%,67%,100%,100%,78%,0,0,0,1,14,13.25,13.25,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,9:00,21:00,12,9:00,23:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,73.5,54.1,0.11,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/20/2020,,50,February,2020,President's Day Week,4,4,,0,,prhalf,,0,1,,84.55,67.33,75.94,emm,1,epfa,1,,0,,0,,90%,91%,97%,98%,94%,94%,100%,100%,100%,96%,97%,87%,100%,100%,94%,24%,53%,47%,100%,67%,100%,100%,75%,0,0,1,0,13.25,14,13,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,11,11,11,9:00,21:00,12,7:45,21:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,20:00,11,73.7,54.3,0.12,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/21/2020,,51,February,2020,President's Day Week,5,4,,0,,prhalf,,0,1,,69.6,46.54,58.07,dvah,1,epfa,1,,0,,0,,88%,90%,89%,98%,91%,93%,100%,100%,93%,94%,94%,87%,97%,97%,94%,24%,53%,47%,100%,67%,100%,100%,75%,1,0,0,0,13,13.25,13,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,11,11,13,9:00,21:00,12,8:00,21:00,9:00,21:00,12,9:00,22:00,13,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,20:00,11,9:00,21:00,12,73.8,54.4,0.16,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/22/2020,,52,February,2020,President's Day Week,4,4,,0,,prhalf,,0,1,,70.05,43.5,56.78,,0,epfa,1,,0,,0,,88%,90%,89%,98%,91%,93%,100%,100%,93%,94%,94%,87%,97%,97%,94%,24%,53%,47%,100%,67%,100%,100%,75%,0,1,0,0,13,13,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,1,12,12,14,1,0,0,0,0,0,13,11,11,9:00,22:00,13,9:00,22:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,21:00,12,8:00,21:00,9:00,20:00,11,9:00,20:00,11,73.9,54.5,0.12,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/23/2020,,53,February,2020,President's Day Week,3,0,,0,,prhalf,,0,1,,76.72,50.6,63.66,,0,,0,,0,,0,,94%,98%,99%,100%,99%,99%,100%,100%,100%,98%,95%,100%,100%,94%,100%,100%,100%,88%,100%,100%,100%,100%,100%,0,0,0,0,12,13,12,0,0,0,0,0,0,0,0,12,12,12,0,0,0,1,0,0,14,12,12,0,1,1,0,0,0,11,13,12,9:00,21:00,12,9:00,21:00,9:00,22:00,13,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,22:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,9:00,20:00,9:00,21:00,12,9:00,20:00,11,74.1,54.6,0.12,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
2/24/2020,,54,February,2020,President's Day Week,2,0,,0,,,,0,0,,79.77,54.33,67.05,dah,1,,0,,0,,0,,94%,98%,99%,100%,99%,99%,100%,100%,100%,98%,95%,100%,100%,94%,100%,100%,100%,88%,100%,100%,100%,100%,100%,0,0,0,0,12,12,13.25,0,0,0,0,0,0,0,1,12,12,14,0,0,0,0,1,0,12,14,12,1,0,0,0,0,0,12,11,11,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,9:00,21:00,12,9:00,21:00,9:00,21:00,12,9:00,21:00,12,8:00,20:00,12,8:00,20:00,8:00,20:00,12,8:00,20:00,12,9:00,20:00,11,8:00,20:00,9:00,20:00,11,9:00,20:00,11,74.2,54.8,0.11,464254,393162,311870,233577,45561746,37670638,29761030,22787723,1,15:00,,Disney Festival of Fantasy Parade,0,,,,1,20:00,,Happily Ever After,1,21:00,,Epcot Forever,0,,,1,20:00,,Star Wars: A Galactic Spectacular,2,19:35,20:00,Wonderful World of Animation,1,0,,,,,0,,,
