Date,Date Time,Actual Wait,Posted Wait,,Year,Month,Day,Average Daily Wait Time (Minutes),Unique Months,Average Monthly Wait Time (Minutes)
4/8/2015,4/8/2015 17:20,,35,,,,,,,
4/8/2015,4/8/2015 17:25,,35,,,,,,,
4/8/2015,4/8/2015 17:30,,35,,,,,,,
4/8/2015,4/8/2015 17:35,,35,,,,,,,
4/8/2015,4/8/2015 17:40,,35,,,,,,,
4/8/2015,4/8/2015 17:50,,35,,,,,,,
4/8/2015,4/8/2015 17:55,,35,,,,,,,
4/8/2015,4/8/2015 18:00,,40,,,,,,,
4/8/2015,4/8/2015 18:05,,40,,,,,,,
4/8/2015,4/8/2015 18:10,,40,,,,,,,
4/8/2015,4/8/2015 18:13,,40,,,,,,,
4/8/2015,4/8/2015 18:15,,45,,,,,,,
4/8/2015,4/8/2015 18:20,,45,,,,,,,
4/8/2015,4/8/2015 18:25,,35,,,,,,,
4/8/2015,4/8/2015 18:30,,35,,,,,,,
4/8/2015,4/8/2015 18:35,,40,,,,,,,
4/8/2015,4/8/2015 18:45,,50,,,,,,,
4/8/2015,4/8/2015 18:50,,50,,,,,,,
4/8/2015,4/8/2015 18:55,,40,,,,,,,
4/8/2015,4/8/2015 19:00,,45,,,,,,,
4/8/2015,4/8/2015 19:05,,40,,,,,,,
4/8/2015,4/8/2015 19:10,,40,,,,,,,
4/8/2015,4/8/2015 19:15,,35,,,,,,,
4/8/2015,4/8/2015 19:20,,30,,,,,,,
4/8/2015,4/8/2015 19:25,,40,,,,,,,
4/8/2015,4/8/2015 19:30,,35,,,,,,,
4/8/2015,4/8/2015 19:35,,35,,,,,,,
4/8/2015,4/8/2015 19:40,,35,,,,,,,
4/8/2015,4/8/2015 19:45,,60,,,,,,,
4/8/2015,4/8/2015 19:50,,45,,,,,,,
4/8/2015,4/8/2015 19:50,,45,,,,,,,
4/8/2015,4/8/2015 20:00,,45,,,,,,,
4/8/2015,4/8/2015 20:05,,45,,,,,,,
4/8/2015,4/8/2015 20:10,,35,,,,,,,
4/8/2015,4/8/2015 20:15,,35,,,,,,,
4/8/2015,4/8/2015 20:20,,25,,,,,,,
4/8/2015,4/8/2015 20:25,,25,,,,,,,
4/8/2015,4/8/2015 20:30,,20,,,,,,,
4/8/2015,4/8/2015 20:35,,20,,,,,,,
4/8/2015,4/8/2015 20:40,,15,,,,,,,
4/8/2015,4/8/2015 20:45,,15,,,,,,,
4/8/2015,4/8/2015 20:50,,15,,,,,,,
4/8/2015,4/8/2015 20:55,,15,,,,,,,
4/8/2015,4/8/2015 21:00,,10,,,,,,,
4/8/2015,4/8/2015 21:05,,10,,,,,,,
4/8/2015,4/8/2015 21:10,,10,,,,,,,
4/8/2015,4/8/2015 21:15,,10,,,,,,,
4/8/2015,4/8/2015 21:20,,10,,,,,,,
4/8/2015,4/8/2015 21:25,,15,,,,,,,
4/8/2015,4/8/2015 21:30,,15,,,,,,,
4/8/2015,4/8/2015 21:35,,20,,,,,,,
4/8/2015,4/8/2015 21:40,,30,,,,,,,
4/8/2015,4/8/2015 21:45,,25,,,,,,,
4/8/2015,4/8/2015 21:50,,25,,,,,,,
4/8/2015,4/8/2015 21:55,,25,,,,,,,
4/8/2015,4/8/2015 22:00,,25,,,,,,,
4/8/2015,4/8/2015 22:05,,30,,,,,,,
4/8/2015,4/8/2015 22:15,,20,,,,,,,
4/8/2015,4/8/2015 22:20,,20,,,,,,,
4/8/2015,4/8/2015 22:25,,20,,,,,,,
4/8/2015,4/8/2015 22:30,,25,,,,,,,
4/8/2015,4/8/2015 22:35,,25,,,,,,,
4/8/2015,4/8/2015 22:40,,25,,,,,,,
4/8/2015,4/8/2015 22:45,,25,,,,,,,
4/8/2015,4/8/2015 22:50,,20,,,,,,,
4/8/2015,4/8/2015 22:55,,20,,,,,,,
4/8/2015,4/8/2015 23:05,,15,,,,,,,
4/8/2015,4/8/2015 23:10,,15,,,,,,,
4/8/2015,4/8/2015 23:15,,25,,,,,,,
4/8/2015,4/8/2015 23:20,,25,,,,,,,
4/8/2015,4/8/2015 23:25,,25,,,,,,,
4/8/2015,4/8/2015 23:30,,25,,,,,,,
4/8/2015,4/8/2015 23:35,,25,,,,,,,
4/8/2015,4/8/2015 23:40,,25,,,,,,,
4/8/2015,4/8/2015 23:45,,20,,,,,,,
4/8/2015,4/8/2015 23:50,,20,,,,,,,
4/8/2015,4/8/2015 23:50,14,,,,,,,,
4/8/2015,4/8/2015 23:55,,20,,,,,,,
4/9/2015,4/9/2015 8:05,,5,,,,,,,
4/9/2015,4/9/2015 8:10,,5,,,,,,,
4/9/2015,4/9/2015 8:25,,5,,,,,,,
4/9/2015,4/9/2015 8:30,,5,,,,,,,
4/9/2015,4/9/2015 8:35,,5,,,,,,,
4/9/2015,4/9/2015 8:40,,5,,,,,,,
4/9/2015,4/9/2015 8:45,,5,,,,,,,
4/9/2015,4/9/2015 8:50,,5,,,,,,,
4/9/2015,4/9/2015 8:51,3,,,,,,,,
4/9/2015,4/9/2015 8:55,,5,,,,,,,
4/9/2015,4/9/2015 9:00,,5,,,,,,,
4/9/2015,4/9/2015 9:06,,10,,,,,,,
4/9/2015,4/9/2015 9:10,,10,,,,,,,
4/9/2015,4/9/2015 9:15,,10,,,,,,,
4/9/2015,4/9/2015 9:25,,10,,,,,,,
4/9/2015,4/9/2015 9:30,,10,,,,,,,
4/9/2015,4/9/2015 9:35,,10,,,,,,,
4/9/2015,4/9/2015 9:40,,10,,,,,,,
4/9/2015,4/9/2015 9:44,,10,,,,,,,
4/9/2015,4/9/2015 9:50,,30,,,,,,,
4/9/2015,4/9/2015 9:56,,30,,,,,,,
4/9/2015,4/9/2015 10:00,,30,,,,,,,
4/9/2015,4/9/2015 10:05,,35,,,,,,,
4/9/2015,4/9/2015 10:15,,35,,,,,,,
4/9/2015,4/9/2015 10:20,,35,,,,,,,
4/9/2015,4/9/2015 10:25,,35,,,,,,,
4/9/2015,4/9/2015 10:30,,35,,,,,,,
4/9/2015,4/9/2015 10:36,,15,,,,,,,
4/9/2015,4/9/2015 10:40,,45,,,,,,,
4/9/2015,4/9/2015 10:45,,50,,,,,,,
4/9/2015,4/9/2015 10:50,,50,,,,,,,
4/9/2015,4/9/2015 10:55,,50,,,,,,,
4/9/2015,4/9/2015 11:00,,45,,,,,,,
4/9/2015,4/9/2015 11:10,,35,,,,,,,
4/9/2015,4/9/2015 11:15,,35,,,,,,,
4/9/2015,4/9/2015 11:20,,35,,,,,,,
4/9/2015,4/9/2015 11:25,,35,,,,,,,
4/9/2015,4/9/2015 11:30,,40,,,,,,,
4/9/2015,4/9/2015 11:35,,40,,,,,,,
4/9/2015,4/9/2015 11:40,,40,,,,,,,
4/9/2015,4/9/2015 11:45,,45,,,,,,,
4/9/2015,4/9/2015 11:50,,45,,,,,,,
4/9/2015,4/9/2015 12:00,,45,,,,,,,
4/9/2015,4/9/2015 12:33,,,,,,,,,
4/9/2015,4/9/2015 12:50,,35,,,,,,,
4/9/2015,4/9/2015 12:54,,25,,,,,,,
4/9/2015,4/9/2015 12:54,13,,,,,,,,
4/9/2015,4/9/2015 12:55,,25,,,,,,,
4/9/2015,4/9/2015 13:00,,30,,,,,,,
4/9/2015,4/9/2015 13:05,,30,,,,,,,
4/9/2015,4/9/2015 13:08,,35,,,,,,,
4/9/2015,4/9/2015 13:10,,35,,,,,,,
4/9/2015,4/9/2015 13:15,,45,,,,,,,
4/9/2015,4/9/2015 13:20,,45,,,,,,,
4/9/2015,4/9/2015 13:25,,45,,,,,,,
4/9/2015,4/9/2015 13:30,,45,,,,,,,
4/9/2015,4/9/2015 13:35,,50,,,,,,,
4/9/2015,4/9/2015 13:40,,60,,,,,,,
4/9/2015,4/9/2015 13:45,,65,,,,,,,
4/9/2015,4/9/2015 13:55,,60,,,,,,,
4/9/2015,4/9/2015 14:10,,60,,,,,,,
4/9/2015,4/9/2015 14:15,,60,,,,,,,
4/9/2015,4/9/2015 14:20,,55,,,,,,,
4/9/2015,4/9/2015 14:25,,50,,,,,,,
4/9/2015,4/9/2015 14:30,,50,,,,,,,
4/9/2015,4/9/2015 14:35,,45,,,,,,,
4/9/2015,4/9/2015 14:40,,45,,,,,,,
4/9/2015,4/9/2015 14:45,,45,,,,,,,
4/9/2015,4/9/2015 14:50,,45,,,,,,,
4/9/2015,4/9/2015 14:55,,60,,,,,,,
4/9/2015,4/9/2015 15:05,,50,,,,,,,
4/9/2015,4/9/2015 15:10,,45,,,,,,,
4/9/2015,4/9/2015 15:15,,45,,,,,,,
4/9/2015,4/9/2015 15:20,,30,,,,,,,
4/9/2015,4/9/2015 15:25,,30,,,,,,,
4/9/2015,4/9/2015 15:30,,30,,,,,,,
4/9/2015,4/9/2015 15:35,,30,,,,,,,
4/9/2015,4/9/2015 15:40,,35,,,,,,,
4/9/2015,4/9/2015 15:45,,35,,,,,,,
4/9/2015,4/9/2015 15:50,,35,,,,,,,
4/9/2015,4/9/2015 15:55,,50,,,,,,,
4/9/2015,4/9/2015 16:00,,50,,,,,,,
4/9/2015,4/9/2015 16:05,,50,,,,,,,
4/9/2015,4/9/2015 16:10,,50,,,,,,,
4/9/2015,4/9/2015 16:15,,50,,,,,,,
4/9/2015,4/9/2015 16:20,,50,,,,,,,
4/9/2015,4/9/2015 16:25,,55,,,,,,,
4/9/2015,4/9/2015 16:30,,55,,,,,,,
4/9/2015,4/9/2015 16:35,,55,,,,,,,
4/9/2015,4/9/2015 16:40,,55,,,,,,,
4/9/2015,4/9/2015 16:45,,35,,,,,,,
4/9/2015,4/9/2015 16:50,,35,,,,,,,
4/9/2015,4/9/2015 16:55,,30,,,,,,,
4/9/2015,4/9/2015 17:20,,30,,,,,,,
4/9/2015,4/9/2015 17:25,,35,,,,,,,
4/9/2015,4/9/2015 17:30,,35,,,,,,,
4/9/2015,4/9/2015 17:35,,35,,,,,,,
4/9/2015,4/9/2015 17:40,,35,,,,,,,
4/9/2015,4/9/2015 17:45,,40,,,,,,,
4/9/2015,4/9/2015 17:55,,55,,,,,,,
4/9/2015,4/9/2015 18:00,,55,,,,,,,
4/9/2015,4/9/2015 18:05,,60,,,,,,,
4/9/2015,4/9/2015 18:10,27,,,,,,,,
4/9/2015,4/9/2015 18:15,,50,,,,,,,
4/9/2015,4/9/2015 18:20,,50,,,,,,,
4/9/2015,4/9/2015 18:23,,40,,,,,,,
4/9/2015,4/9/2015 18:30,,40,,,,,,,
4/9/2015,4/9/2015 18:35,,40,,,,,,,
4/9/2015,4/9/2015 18:40,,40,,,,,,,
4/9/2015,4/9/2015 18:45,,25,,,,,,,
4/9/2015,4/9/2015 18:50,,25,,,,,,,
4/9/2015,4/9/2015 18:55,,30,,,,,,,
4/9/2015,4/9/2015 19:00,,30,,,,,,,
4/9/2015,4/9/2015 19:05,,30,,,,,,,
4/9/2015,4/9/2015 19:10,,25,,,,,,,
4/9/2015,4/9/2015 19:15,,25,,,,,,,
4/9/2015,4/9/2015 19:20,,25,,,,,,,
4/9/2015,4/9/2015 19:25,,25,,,,,,,
4/9/2015,4/9/2015 19:30,,30,,,,,,,
4/9/2015,4/9/2015 19:35,,25,,,,,,,
4/9/2015,4/9/2015 19:40,,25,,,,,,,
4/9/2015,4/9/2015 19:50,,25,,,,,,,
4/9/2015,4/9/2015 19:55,,25,,,,,,,
4/9/2015,4/9/2015 20:00,,40,,,,,,,
4/9/2015,4/9/2015 20:05,,40,,,,,,,
4/9/2015,4/9/2015 20:10,,40,,,,,,,
4/9/2015,4/9/2015 20:20,,20,,,,,,,
4/9/2015,4/9/2015 20:25,,20,,,,,,,
4/9/2015,4/9/2015 20:30,,20,,,,,,,
4/9/2015,4/9/2015 20:45,,35,,,,,,,
4/9/2015,4/9/2015 20:50,,25,,,,,,,
4/9/2015,4/9/2015 20:55,,25,,,,,,,
4/9/2015,4/9/2015 21:00,,20,,,,,,,
4/9/2015,4/9/2015 21:05,,10,,,,,,,
4/9/2015,4/9/2015 21:10,,10,,,,,,,
4/9/2015,4/9/2015 21:15,,5,,,,,,,
4/9/2015,4/9/2015 21:20,,5,,,,,,,
4/9/2015,4/9/2015 21:25,,5,,,,,,,
4/9/2015,4/9/2015 21:27,3,,,,,,,,
4/9/2015,4/9/2015 21:30,,5,,,,,,,
4/9/2015,4/9/2015 21:35,,10,,,,,,,
4/9/2015,4/9/2015 21:40,,20,,,,,,,
4/9/2015,4/9/2015 21:45,,20,,,,,,,
4/9/2015,4/9/2015 21:50,,20,,,,,,,
4/9/2015,4/9/2015 21:55,,20,,,,,,,
4/9/2015,4/9/2015 22:10,,15,,,,,,,
4/9/2015,4/9/2015 22:20,,20,,,,,,,
4/9/2015,4/9/2015 22:25,,15,,,,,,,
4/9/2015,4/9/2015 22:30,,15,,,,,,,
4/9/2015,4/9/2015 22:40,,20,,,,,,,
4/9/2015,4/9/2015 22:50,,15,,,,,,,
4/9/2015,4/9/2015 22:55,,10,,,,,,,
4/9/2015,4/9/2015 23:00,,10,,,,,,,
4/9/2015,4/9/2015 23:05,,10,,,,,,,
4/9/2015,4/9/2015 23:10,,15,,,,,,,
4/9/2015,4/9/2015 23:15,,15,,,,,,,
4/9/2015,4/9/2015 23:20,,15,,,,,,,
4/9/2015,4/9/2015 23:35,,15,,,,,,,
4/9/2015,4/9/2015 23:40,,15,,,,,,,
4/9/2015,4/9/2015 23:50,,10,,,,,,,
4/9/2015,4/9/2015 23:55,,10,,,,,,,
4/10/2015,4/10/2015 7:55,,5,,,,,,,
4/10/2015,4/10/2015 8:00,,5,,,,,,,
4/10/2015,4/10/2015 8:05,,5,,,,,,,
4/10/2015,4/10/2015 8:10,,5,,,,,,,
4/10/2015,4/10/2015 8:15,,5,,,,,,,
4/10/2015,4/10/2015 8:20,,5,,,,,,,
4/10/2015,4/10/2015 8:25,,5,,,,,,,
4/10/2015,4/10/2015 8:30,,5,,,,,,,
4/10/2015,4/10/2015 8:35,,5,,,,,,,
4/10/2015,4/10/2015 8:40,,5,,,,,,,
4/10/2015,4/10/2015 8:50,,5,,,,,,,
4/10/2015,4/10/2015 8:51,,10,,,,,,,
4/10/2015,4/10/2015 8:52,4,,,,,,,,
4/10/2015,4/10/2015 8:55,,10,,,,,,,
4/10/2015,4/10/2015 9:00,,10,,,,,,,
4/10/2015,4/10/2015 9:05,,10,,,,,,,
4/10/2015,4/10/2015 9:07,,10,,,,,,,
4/10/2015,4/10/2015 9:10,,15,,,,,,,
4/10/2015,4/10/2015 9:12,5,,,,,,,,
4/10/2015,4/10/2015 9:15,,10,,,,,,,
4/10/2015,4/10/2015 9:19,,10,,,,,,,
4/10/2015,4/10/2015 9:20,,10,,,,,,,
4/10/2015,4/10/2015 9:25,,10,,,,,,,
4/10/2015,4/10/2015 9:29,5,,,,,,,,
4/10/2015,4/10/2015 9:30,,10,,,,,,,
4/10/2015,4/10/2015 9:35,,10,,,,,,,
4/10/2015,4/10/2015 9:40,,10,,,,,,,
4/10/2015,4/10/2015 9:50,,10,,,,,,,
4/10/2015,4/10/2015 9:55,,10,,,,,,,
4/10/2015,4/10/2015 10:00,,15,,,,,,,
4/10/2015,4/10/2015 10:02,11,,,,,,,,
4/10/2015,4/10/2015 10:05,,15,,,,,,,
4/10/2015,4/10/2015 10:10,,15,,,,,,,
4/10/2015,4/10/2015 10:15,,20,,,,,,,
4/10/2015,4/10/2015 10:20,,25,,,,,,,
4/10/2015,4/10/2015 10:25,,25,,,,,,,
4/10/2015,4/10/2015 10:30,,25,,,,,,,
4/10/2015,4/10/2015 10:32,25,,,,,,,,
4/10/2015,4/10/2015 10:40,,35,,,,,,,
4/10/2015,4/10/2015 10:45,,45,,,,,,,
4/10/2015,4/10/2015 10:50,,45,,,,,,,
4/10/2015,4/10/2015 10:55,,45,,,,,,,
4/10/2015,4/10/2015 11:00,,40,,,,,,,
4/10/2015,4/10/2015 11:05,,40,,,,,,,
4/10/2015,4/10/2015 11:10,,40,,,,,,,
4/10/2015,4/10/2015 11:15,,40,,,,,,,
4/10/2015,4/10/2015 11:20,,35,,,,,,,
4/10/2015,4/10/2015 11:25,,35,,,,,,,
4/10/2015,4/10/2015 11:30,,35,,,,,,,
4/10/2015,4/10/2015 11:40,,40,,,,,,,
4/10/2015,4/10/2015 11:45,,45,,,,,,,
4/10/2015,4/10/2015 11:50,,45,,,,,,,
4/10/2015,4/10/2015 11:55,,45,,,,,,,
4/10/2015,4/10/2015 12:00,,55,,,,,,,
4/10/2015,4/10/2015 12:05,,55,,,,,,,
4/10/2015,4/10/2015 12:10,,45,,,,,,,
4/10/2015,4/10/2015 12:15,,45,,,,,,,
4/10/2015,4/10/2015 12:20,,35,,,,,,,
4/10/2015,4/10/2015 12:25,,40,,,,,,,
4/10/2015,4/10/2015 12:35,,45,,,,,,,
4/10/2015,4/10/2015 12:37,,50,,,,,,,
4/10/2015,4/10/2015 12:38,28,,,,,,,,
4/10/2015,4/10/2015 12:40,,50,,,,,,,
4/10/2015,4/10/2015 12:45,,55,,,,,,,
4/10/2015,4/10/2015 12:50,,50,,,,,,,
4/10/2015,4/10/2015 12:55,,50,,,,,,,
4/10/2015,4/10/2015 13:05,,60,,,,,,,
4/10/2015,4/10/2015 13:10,,40,,,,,,,
4/10/2015,4/10/2015 13:15,,40,,,,,,,
4/10/2015,4/10/2015 13:20,,40,,,,,,,
4/10/2015,4/10/2015 13:30,,30,,,,,,,
4/10/2015,4/10/2015 13:31,,30,,,,,,,
4/10/2015,4/10/2015 13:31,27,,,,,,,,
4/10/2015,4/10/2015 13:35,,30,,,,,,,
4/10/2015,4/10/2015 13:40,,35,,,,,,,
4/10/2015,4/10/2015 13:45,,35,,,,,,,
4/10/2015,4/10/2015 13:50,,45,,,,,,,
4/10/2015,4/10/2015 13:55,,45,,,,,,,
4/10/2015,4/10/2015 14:05,,45,,,,,,,
4/10/2015,4/10/2015 14:10,,45,,,,,,,
4/10/2015,4/10/2015 14:12,,45,,,,,,,
4/10/2015,4/10/2015 14:15,,45,,,,,,,
4/10/2015,4/10/2015 14:20,,45,,,,,,,
4/10/2015,4/10/2015 14:25,,45,,,,,,,
4/10/2015,4/10/2015 14:30,,45,,,,,,,
4/10/2015,4/10/2015 14:35,,45,,,,,,,
4/10/2015,4/10/2015 14:40,,45,,,,,,,
4/10/2015,4/10/2015 14:45,,45,,,,,,,
4/10/2015,4/10/2015 14:50,,40,,,,,,,
4/10/2015,4/10/2015 14:55,,40,,,,,,,
4/10/2015,4/10/2015 15:00,,25,,,,,,,
4/10/2015,4/10/2015 15:05,,25,,,,,,,
4/10/2015,4/10/2015 15:10,,25,,,,,,,
4/10/2015,4/10/2015 15:15,,25,,,,,,,
4/10/2015,4/10/2015 15:20,,10,,,,,,,
4/10/2015,4/10/2015 15:25,,10,,,,,,,
4/10/2015,4/10/2015 15:30,,30,,,,,,,
4/10/2015,4/10/2015 15:35,,30,,,,,,,
4/10/2015,4/10/2015 15:40,,,,,,,,,
4/10/2015,4/10/2015 15:45,,,,,,,,,
4/10/2015,4/10/2015 15:50,,,,,,,,,
4/10/2015,4/10/2015 15:55,,,,,,,,,
4/10/2015,4/10/2015 16:00,,,,,,,,,
4/10/2015,4/10/2015 16:05,,,,,,,,,
4/10/2015,4/10/2015 16:10,,,,,,,,,
4/10/2015,4/10/2015 16:15,,30,,,,,,,
4/10/2015,4/10/2015 16:20,,30,,,,,,,
4/10/2015,4/10/2015 16:25,,30,,,,,,,
4/10/2015,4/10/2015 16:30,,20,,,,,,,
4/10/2015,4/10/2015 16:35,,20,,,,,,,
4/10/2015,4/10/2015 16:40,,25,,,,,,,
4/10/2015,4/10/2015 16:45,,25,,,,,,,
4/10/2015,4/10/2015 16:50,,25,,,,,,,
4/10/2015,4/10/2015 16:55,,30,,,,,,,
4/10/2015,4/10/2015 17:00,,45,,,,,,,
4/10/2015,4/10/2015 17:05,,45,,,,,,,
4/10/2015,4/10/2015 17:10,,45,,,,,,,
4/10/2015,4/10/2015 17:15,,35,,,,,,,
4/10/2015,4/10/2015 17:25,,35,,,,,,,
4/10/2015,4/10/2015 17:30,,20,,,,,,,
4/10/2015,4/10/2015 17:35,,20,,,,,,,
4/10/2015,4/10/2015 17:40,,25,,,,,,,
4/10/2015,4/10/2015 17:45,,25,,,,,,,
4/10/2015,4/10/2015 17:55,,25,,,,,,,
4/10/2015,4/10/2015 18:00,,20,,,,,,,
4/10/2015,4/10/2015 18:05,,25,,,,,,,
4/10/2015,4/10/2015 18:10,,25,,,,,,,
4/10/2015,4/10/2015 18:15,,30,,,,,,,
4/10/2015,4/10/2015 18:30,,40,,,,,,,
4/10/2015,4/10/2015 18:35,,35,,,,,,,
4/10/2015,4/10/2015 18:40,,25,,,,,,,
4/10/2015,4/10/2015 18:50,,25,,,,,,,
4/10/2015,4/10/2015 18:55,,20,,,,,,,
4/10/2015,4/10/2015 19:00,,20,,,,,,,
4/10/2015,4/10/2015 19:05,,25,,,,,,,
4/10/2015,4/10/2015 19:10,,25,,,,,,,
4/10/2015,4/10/2015 19:15,,20,,,,,,,
4/10/2015,4/10/2015 19:20,,20,,,,,,,
4/10/2015,4/10/2015 19:25,,20,,,,,,,
4/10/2015,4/10/2015 19:29,,20,,,,,,,
4/10/2015,4/10/2015 19:29,13,,,,,,,,
4/10/2015,4/10/2015 19:30,,20,,,,,,,
4/10/2015,4/10/2015 19:40,,20,,,,,,,
4/10/2015,4/10/2015 19:43,,20,,,,,,,
4/10/2015,4/10/2015 19:43,13,,,,,,,,
4/10/2015,4/10/2015 19:45,,20,,,,,,,
4/10/2015,4/10/2015 19:50,,20,,,,,,,
4/10/2015,4/10/2015 20:00,,20,,,,,,,
4/10/2015,4/10/2015 20:05,,20,,,,,,,
4/10/2015,4/10/2015 20:15,,20,,,,,,,
4/10/2015,4/10/2015 20:20,,20,,,,,,,
4/10/2015,4/10/2015 20:25,,20,,,,,,,
4/10/2015,4/10/2015 20:30,,25,,,,,,,
4/10/2015,4/10/2015 20:35,,25,,,,,,,
4/10/2015,4/10/2015 20:40,,15,,,,,,,
4/10/2015,4/10/2015 20:45,,15,,,,,,,
4/10/2015,4/10/2015 20:50,,10,,,,,,,
4/10/2015,4/10/2015 20:55,,10,,,,,,,
4/10/2015,4/10/2015 21:00,,10,,,,,,,
4/10/2015,4/10/2015 21:05,,10,,,,,,,
4/10/2015,4/10/2015 21:10,,10,,,,,,,
4/10/2015,4/10/2015 21:15,,10,,,,,,,
4/10/2015,4/10/2015 21:20,,10,,,,,,,
4/10/2015,4/10/2015 21:25,,10,,,,,,,
4/10/2015,4/10/2015 21:30,,10,,,,,,,
4/10/2015,4/10/2015 21:35,,10,,,,,,,
4/10/2015,4/10/2015 21:40,,10,,,,,,,
4/10/2015,4/10/2015 21:50,,10,,,,,,,
4/10/2015,4/10/2015 21:55,,10,,,,,,,
4/10/2015,4/10/2015 22:00,,10,,,,,,,
4/10/2015,4/10/2015 22:05,,10,,,,,,,
4/10/2015,4/10/2015 22:15,,10,,,,,,,
4/10/2015,4/10/2015 22:20,,10,,,,,,,
4/10/2015,4/10/2015 22:25,,10,,,,,,,
4/10/2015,4/10/2015 22:30,,10,,,,,,,
4/10/2015,4/10/2015 22:35,,10,,,,,,,
4/10/2015,4/10/2015 22:40,,10,,,,,,,
4/10/2015,4/10/2015 22:45,,10,,,,,,,
4/10/2015,4/10/2015 22:50,,10,,,,,,,
4/10/2015,4/10/2015 22:55,,5,,,,,,,
4/10/2015,4/10/2015 23:00,,10,,,,,,,
4/10/2015,4/10/2015 23:05,,10,,,,,,,
4/10/2015,4/10/2015 23:10,,10,,,,,,,
4/10/2015,4/10/2015 23:13,,10,,,,,,,
4/10/2015,4/10/2015 23:13,12,,,,,,,,
4/10/2015,4/10/2015 23:15,,10,,,,,,,
4/10/2015,4/10/2015 23:20,,10,,,,,,,
4/10/2015,4/10/2015 23:25,,10,,,,,,,
4/10/2015,4/10/2015 23:30,,10,,,,,,,
4/10/2015,4/10/2015 23:35,,10,,,,,,,
4/10/2015,4/10/2015 23:40,,5,,,,,,,
4/10/2015,4/10/2015 23:45,,5,,,,,,,
4/10/2015,4/10/2015 23:50,,5,,,,,,,
4/10/2015,4/10/2015 23:55,,5,,,,,,,
4/11/2015,4/11/2015 8:15,,5,,,,,,,
4/11/2015,4/11/2015 8:20,,5,,,,,,,
4/11/2015,4/11/2015 8:25,,5,,,,,,,
4/11/2015,4/11/2015 8:30,,5,,,,,,,
4/11/2015,4/11/2015 8:35,,5,,,,,,,
4/11/2015,4/11/2015 8:40,,5,,,,,,,
4/11/2015,4/11/2015 8:45,,5,,,,,,,
4/11/2015,4/11/2015 8:50,,5,,,,,,,
4/11/2015,4/11/2015 8:55,,5,,,,,,,
4/11/2015,4/11/2015 9:00,,5,,,,,,,
4/11/2015,4/11/2015 9:05,,5,,,,,,,
4/11/2015,4/11/2015 9:10,,10,,,,,,,
4/11/2015,4/11/2015 9:15,,10,,,,,,,
4/11/2015,4/11/2015 9:20,,5,,,,,,,
4/11/2015,4/11/2015 9:25,,5,,,,,,,
4/11/2015,4/11/2015 9:35,,5,,,,,,,
4/11/2015,4/11/2015 9:40,,5,,,,,,,
4/11/2015,4/11/2015 9:45,,5,,,,,,,
4/11/2015,4/11/2015 9:50,,,,,,,,,
4/11/2015,4/11/2015 9:55,,,,,,,,,
4/11/2015,4/11/2015 10:00,,5,,,,,,,
4/11/2015,4/11/2015 10:05,,5,,,,,,,
4/11/2015,4/11/2015 10:10,,5,,,,,,,
4/11/2015,4/11/2015 10:15,,5,,,,,,,
4/11/2015,4/11/2015 10:20,,5,,,,,,,
4/11/2015,4/11/2015 10:22,,5,,,,,,,
4/11/2015,4/11/2015 10:25,,5,,,,,,,
4/11/2015,4/11/2015 10:30,,5,,,,,,,
4/11/2015,4/11/2015 10:33,7,,,,,,,,
4/11/2015,4/11/2015 10:35,,5,,,,,,,
4/11/2015,4/11/2015 10:45,,10,,,,,,,
4/11/2015,4/11/2015 10:48,3,,,,,,,,
4/11/2015,4/11/2015 10:50,,10,,,,,,,
4/11/2015,4/11/2015 10:55,,20,,,,,,,
4/11/2015,4/11/2015 11:00,,20,,,,,,,
4/11/2015,4/11/2015 11:05,,20,,,,,,,
4/11/2015,4/11/2015 11:10,,30,,,,,,,
4/11/2015,4/11/2015 11:15,,30,,,,,,,
4/11/2015,4/11/2015 11:20,,30,,,,,,,
4/11/2015,4/11/2015 11:25,,30,,,,,,,
4/11/2015,4/11/2015 11:30,,30,,,,,,,
4/11/2015,4/11/2015 11:35,,10,,,,,,,
4/11/2015,4/11/2015 11:40,,15,,,,,,,
4/11/2015,4/11/2015 11:45,,15,,,,,,,
4/11/2015,4/11/2015 11:50,,20,,,,,,,
4/11/2015,4/11/2015 11:55,,20,,,,,,,
4/11/2015,4/11/2015 12:00,,20,,,,,,,
4/11/2015,4/11/2015 12:05,,20,,,,,,,
4/11/2015,4/11/2015 12:10,,20,,,,,,,
4/11/2015,4/11/2015 12:15,,20,,,,,,,
4/11/2015,4/11/2015 12:20,,15,,,,,,,
4/11/2015,4/11/2015 12:25,,15,,,,,,,
4/11/2015,4/11/2015 12:30,,15,,,,,,,
4/11/2015,4/11/2015 12:35,,20,,,,,,,
4/11/2015,4/11/2015 12:45,,25,,,,,,,
4/11/2015,4/11/2015 12:55,,35,,,,,,,
4/11/2015,4/11/2015 13:00,,35,,,,,,,
4/11/2015,4/11/2015 13:05,,40,,,,,,,
4/11/2015,4/11/2015 13:10,,40,,,,,,,
4/11/2015,4/11/2015 13:15,,15,,,,,,,
4/11/2015,4/11/2015 13:30,,20,,,,,,,
4/11/2015,4/11/2015 13:40,22,,,,,,,,
4/11/2015,4/11/2015 13:45,,25,,,,,,,
4/11/2015,4/11/2015 13:50,,20,,,,,,,
